EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0364,MEASURE LINE WIDTH,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,CLEAN AFTER METAL ETCH,CURE PASSIVATION
valid_0365,ALIGN MASK LEVEL 5,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 5,SOFT BAKE,ALIGN MASK LEVEL 4
valid_0366,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE LINE WIDTH,CURE PASSIVATION,MEASURE PASSIVATION QUALITY
valid_0367,MEASURE SURFACE PLANARITY,CMP DIELECTRIC,SPIN COAT PHOTORESIST,MEASURE DIELECTRIC THICKNESS,SOFT BAKE
valid_0368,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,CURE PASSIVATION,DEPOSIT PASSIVATION
valid_0369,SPIN COAT PHOTORESIST,MEASURE PLANARITY,SOFT BAKE,MEASURE POLY THICKNESS,MEASURE METAL THICKNESS
valid_0370,CURE PASSIVATION,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION
valid_0371,CMP INTERLAYER DIELECTRIC,MEASURE DIELECTRIC THICKNESS,MEASURE PLANARITY,SPIN COAT PHOTORESIST,DENSIFY DIELECTRIC
valid_0372,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE LINE WIDTH,CURE PASSIVATION,MEASURE PASSIVATION QUALITY
valid_0373,SPIN COAT PHOTORESIST,MEASURE PLANARITY,SOFT BAKE,MEASURE POLY THICKNESS,MEASURE METAL THICKNESS
valid_0374,CURE PASSIVATION,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS
valid_0375,MEASURE DEVICE PARAMETER,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,MEASURE SHEET RESISTANCE,RAPID THERMAL ANNEAL
valid_0376,CLEAN AFTER METAL ETCH,MEASURE LINE WIDTH,STRIP RESIST,CLEAN AFTER POLY ETCH,DEPOSIT PASSIVATION
valid_0377,CMP INTERLAYER DIELECTRIC,MEASURE DIELECTRIC THICKNESS,MEASURE PLANARITY,SPIN COAT PHOTORESIST,DENSIFY DIELECTRIC
valid_0378,CURE PASSIVATION,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION
valid_0379,SPIN COAT PHOTORESIST,MEASURE PLANARITY,SOFT BAKE,MEASURE POLY THICKNESS,MEASURE METAL THICKNESS
valid_0380,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,CURE PASSIVATION,DEPOSIT PASSIVATION
valid_0381,MEASURE FILM THICKNESS,CMP DIELECTRIC,DENSIFY DIELECTRIC,DENSIFY OXIDE,DEPOSIT INTERLAYER DIELECTRIC
valid_0382,MEASURE LINE WIDTH,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,CLEAN AFTER METAL ETCH,CURE PASSIVATION
valid_0383,SOFT BAKE,ALIGN MASK LEVEL 5,SPIN COAT PHOTORESIST,MEASURE PLANARITY,ALIGN MASK LEVEL 3
valid_0384,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,CURE PASSIVATION,OPEN PAD WINDOW,DEPOSIT PASSIVATION
valid_0385,MEASURE PLANARITY,SPIN COAT PHOTORESIST,CMP DIELECTRIC,SOFT BAKE,MEASURE DIELECTRIC THICKNESS
valid_0386,CURE PASSIVATION,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS
valid_0387,ALIGN MASK LEVEL 5,EXPOSE LITHO LEVEL 5,ALIGN MASK LEVEL 3,SOFT BAKE,ALIGN MASK LEVEL 4
valid_0388,CURE PASSIVATION,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS
valid_0389,MEASURE PLANARITY,CMP DIELECTRIC,SPIN COAT PHOTORESIST,SOFT BAKE,MEASURE DIELECTRIC THICKNESS
valid_0390,CURE PASSIVATION,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION
valid_0391,SPIN COAT PHOTORESIST,MEASURE PLANARITY,SOFT BAKE,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS
valid_0392,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE LINE WIDTH,CURE PASSIVATION,MEASURE PASSIVATION QUALITY
valid_0393,MEASURE PLANARITY,SPIN COAT PHOTORESIST,CMP DIELECTRIC,SOFT BAKE,MEASURE DIELECTRIC THICKNESS
valid_0394,CURE PASSIVATION,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION
valid_0395,SPIN COAT PHOTORESIST,MEASURE PLANARITY,SOFT BAKE,MEASURE POLY THICKNESS,MEASURE METAL THICKNESS
valid_0396,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,CURE PASSIVATION,OPEN PAD WINDOW,DEPOSIT PASSIVATION
valid_0397,CMP INTERLAYER DIELECTRIC,MEASURE DIELECTRIC THICKNESS,MEASURE PLANARITY,SPIN COAT PHOTORESIST,DENSIFY DIELECTRIC
valid_0398,CURE PASSIVATION,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS
valid_0399,MEASURE SURFACE PLANARITY,CMP DIELECTRIC,SPIN COAT PHOTORESIST,SOFT BAKE,MEASURE DIELECTRIC THICKNESS
valid_0400,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE LINE WIDTH,CURE PASSIVATION,MEASURE PASSIVATION QUALITY
valid_0401,DEPOSIT TUNGSTEN SEED,DEPOSIT METAL SEED,FILL VIA TUNGSTEN,DEPOSIT BARRIER METAL,MEASURE VIA CD
valid_0402,PASSIVATION ETCH PAD OPENING,STRIP RESIST,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,CLEAN PAD OPENING
valid_0403,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0404,PASSIVATION ETCH,STRIP RESIST,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,CLEAN PAD OPENING
valid_0405,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0406,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW,CURE PASSIVATION,DEPOSIT PASSIVATION
valid_0407,STRIP RESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0408,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW,CURE PASSIVATION,DEPOSIT PASSIVATION
valid_0409,STRIP PHOTORESIST,VIA ETCH,CLEAN AFTER VIA ETCH,HARD BAKE,FIELD OXIDE ETCH
valid_0410,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0411,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0412,OPEN BOND PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0413,STRIP RESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0414,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,CURE PASSIVATION,DEPOSIT PASSIVATION
valid_0415,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0416,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0417,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0418,PASSIVATION ETCH,STRIP RESIST,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,CLEAN PAD OPENING
valid_0419,STRIP PHOTORESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0420,CURE PASSIVATION,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION
valid_0421,DEPOSIT TUNGSTEN SEED,DEPOSIT METAL SEED,DEPOSIT BARRIER METAL,FILL VIA TUNGSTEN,MEASURE VIA CD
valid_0422,PASSIVATION ETCH PAD OPENING,STRIP RESIST,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,CLEAN PAD OPENING
valid_0423,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0424,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0425,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0426,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0427,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0428,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0429,STRIP PHOTORESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0430,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0431,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0432,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0433,STRIP RESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0434,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0435,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,DEPOSIT METAL SEED
valid_0436,PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0437,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0438,PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0439,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0440,PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0441,STRIP PHOTORESIST,VIA ETCH,CLEAN AFTER VIA ETCH,HARD BAKE,FIELD OXIDE ETCH
valid_0442,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0443,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,IMPLANT SOURCE REGION
valid_0444,OPEN BOND PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0445,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0446,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0447,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0448,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0449,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0450,PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0451,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0452,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0453,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0454,PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0455,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,IMPLANT SOURCE REGION
valid_0456,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0457,STRIP PHOTORESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0458,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,CURE PASSIVATION,DEPOSIT PASSIVATION
valid_0459,DIELECTRIC ETCH VIA,HARD BAKE,STRIP RESIST,VIA OPENING INSPECTION,VIA INSPECTION
valid_0460,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,CURE PASSIVATION,OPEN PAD WINDOW,DEPOSIT PASSIVATION
valid_0461,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0462,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0463,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0464,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0465,DIELECTRIC ETCH VIA,HARD BAKE,VIA OPENING INSPECTION,VIA INSPECTION,STRIP RESIST
valid_0466,CURE PASSIVATION,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS
valid_0467,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0468,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0469,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0470,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0471,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,DEPOSIT METAL SEED
valid_0472,PASSIVATION ETCH PAD OPENING,DEVELOP PAD WINDOW,STRIP RESIST,DEVELOP PHOTORESIST,CLEAN PAD OPENING
valid_0473,STRIP PHOTORESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0474,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,CURE PASSIVATION,OPEN PAD WINDOW,DEPOSIT PASSIVATION
valid_0475,VIA ETCH THROUGH DIELECTRIC,HARD BAKE,STRIP RESIST,FIELD OXIDE ETCH,METAL ETCH DRY
valid_0476,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,CURE PASSIVATION,DEPOSIT PASSIVATION
valid_0477,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0478,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0479,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0480,PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0481,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0482,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0483,DEPOSIT TUNGSTEN SEED,DEPOSIT METAL SEED,DEPOSIT BARRIER METAL,FILL VIA TUNGSTEN,MEASURE VIA CD
valid_0484,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0485,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,IMPLANT SOURCE REGION
valid_0486,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0487,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0488,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW,CURE PASSIVATION,DEPOSIT PASSIVATION
valid_0489,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0490,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0491,STRIP PHOTORESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0492,PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0493,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0494,PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0495,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0496,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW,CURE PASSIVATION,DEPOSIT PASSIVATION
valid_0497,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0498,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0499,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0500,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0501,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0502,PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0503,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,DEPOSIT METAL SEED
valid_0504,PASSIVATION ETCH PAD OPENING,STRIP RESIST,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,CLEAN PAD OPENING
valid_0505,STRIP PHOTORESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0506,CURE PASSIVATION,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION
valid_0507,STRIP PHOTORESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0508,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0509,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0510,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW,CURE PASSIVATION,DEPOSIT PASSIVATION
valid_0511,VIA ETCH THROUGH DIELECTRIC,HARD BAKE,STRIP RESIST,VIA OPENING INSPECTION,VIA INSPECTION
valid_0512,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0513,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0514,PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0515,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0516,PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0517,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0518,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0519,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0520,PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0521,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0522,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0523,STRIP PHOTORESIST,VIA ETCH,CLEAN AFTER VIA ETCH,HARD BAKE,FIELD OXIDE ETCH
valid_0524,OPEN BOND PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0525,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0526,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0527,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,IMPLANT SOURCE REGION
valid_0528,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,THERMAL OXIDATION
valid_0529,CLEAN AFTER VIA ETCH,MEASURE VIA CD,STRIP RESIST,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL
valid_0530,CURE PASSIVATION,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS
valid_0531,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,IMPLANT SOURCE REGION
valid_0532,PASSIVATION ETCH,STRIP RESIST,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,CLEAN PAD OPENING
valid_0533,DEPOSIT TUNGSTEN SEED,DEPOSIT METAL SEED,FILL VIA TUNGSTEN,DEPOSIT BARRIER METAL,FILL VIA METAL
valid_0534,PASSIVATION ETCH,STRIP RESIST,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,CLEAN PAD OPENING
valid_0535,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,DEPOSIT METAL SEED
valid_0536,PASSIVATION ETCH PAD OPENING,DEVELOP PAD WINDOW,STRIP RESIST,DEVELOP PHOTORESIST,CLEAN PAD OPENING
valid_0537,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION
valid_0538,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,PAD WINDOW LITHO,PASSIVATION ETCH,POST EXPOSE BAKE
valid_0539,STRIP RESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
valid_0540,OPEN PAD WINDOW,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,THERMAL OXIDATION
valid_0541,STRIP PHOTORESIST,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH,FIELD OXIDE ETCH
