EXAMPLE_ID,FAMILY,CUT,TRUTH,naive_top1,naive_correct,trigram_top1,trigram_correct,raw_lstm_top1,raw_lstm_correct,gpt_top1,gpt_correct,dual_ensemble_top1,dual_ensemble_correct,ensemble3_top1,ensemble3_correct,ensemble_plain_top1,ensemble_plain_correct,trigram_top5,raw_lstm_top5,dual_ensemble_top5,ensemble3_top5,ensemble_plain_top5
val_0144_f80,igbt,80,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,0,MEASURE PASSIVATION THICKNESS,0,MEASURE PASSIVATION QUALITY,1,MEASURE PASSIVATION QUALITY,1,MEASURE PASSIVATION THICKNESS,0,MEASURE PASSIVATION THICKNESS,0,MEASURE PASSIVATION THICKNESS,0,MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|OPEN BOND PAD WINDOW|DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY|OPEN PAD WINDOW|OPEN BOND PAD WINDOW|CURE PASSIVATION,MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY|OPEN PAD WINDOW|CURE PASSIVATION|BACKSIDE METALLIZATION PREP,MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY|OPEN PAD WINDOW|CURE PASSIVATION|DEPOSIT PASSIVATION
val_0145_f60,mosfet,60,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,0,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,DEPOSIT BARRIER METAL|MEASURE VIA CD|IMPLANT SOURCE REGION|DEPOSIT METAL SEED|DEPOSIT PASSIVATION LAYER,DEPOSIT BARRIER METAL|MEASURE VIA CD|DEPOSIT METAL SEED|IMPLANT SOURCE REGION|DEPOSIT TUNGSTEN SEED,DEPOSIT BARRIER METAL|MEASURE VIA CD|DEPOSIT METAL SEED|METAL ETCH|SHIP LOT,DEPOSIT BARRIER METAL|MEASURE VIA CD|DEPOSIT METAL SEED|DEPOSIT TUNGSTEN SEED|STRIP RESIST
val_0145_f80,mosfet,80,STRIP PHOTORESIST,DEVELOP PHOTORESIST,0,STRIP RESIST,0,STRIP PHOTORESIST,1,STRIP PHOTORESIST,1,STRIP PHOTORESIST,1,STRIP RESIST,0,STRIP RESIST,0,STRIP RESIST|STRIP PHOTORESIST|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,STRIP PHOTORESIST|STRIP RESIST|STRIP RESIST LEVEL 2|PASSIVATION ETCH|PASSIVATION ETCH PAD OPENING,STRIP PHOTORESIST|STRIP RESIST|STRIP RESIST LEVEL 2|PASSIVATION ETCH|PASSIVATION ETCH PAD OPENING,STRIP RESIST|CLEAN PAD OPENING|HARD BAKE|PASSIVATION ETCH|OXIDE ETCH DRY,STRIP RESIST|CLEAN PAD OPENING|PASSIVATION ETCH|DEVELOP PAD WINDOW|MEASURE PAD OPENING
val_0146_f60,ic,60,MEASURE VIA CD,DEVELOP PHOTORESIST,0,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,MEASURE VIA CD|DEPOSIT BARRIER METAL|IMPLANT SOURCE REGION|MEASURE SURFACE UNIFORMITY|DEPOSIT TUNGSTEN SEED,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT TUNGSTEN SEED|CLEAN AFTER VIA ETCH|IMPLANT SOURCE REGION,MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER VIA ETCH|SOFT BAKE|MEASURE CD LEVEL 2,MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER VIA ETCH|DEPOSIT TUNGSTEN SEED|IMPLANT SOURCE REGION
val_0146_f80,ic,80,PASSIVATION ETCH PAD OPENING,DEVELOP PHOTORESIST,0,PASSIVATION ETCH,0,PASSIVATION ETCH,0,PASSIVATION ETCH,0,PASSIVATION ETCH,0,PASSIVATION ETCH,0,PASSIVATION ETCH,0,PASSIVATION ETCH|PASSIVATION ETCH PAD OPENING|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,PASSIVATION ETCH|PASSIVATION ETCH PAD OPENING|DEVELOP PAD WINDOW|STRIP RESIST|DEVELOP PHOTORESIST,PASSIVATION ETCH|PASSIVATION ETCH PAD OPENING|DEVELOP PAD WINDOW|STRIP RESIST|STRIP PHOTORESIST,PASSIVATION ETCH|INSPECT PATTERN LEVEL 1|METAL PATTERN INSPECTION|P BODY WINDOW INSPECTION|DEVELOP PAD WINDOW,PASSIVATION ETCH|STRIP RESIST|DEVELOP PAD WINDOW|DEVELOP PHOTORESIST|CLEAN PAD OPENING
val_0147_f60,mosfet,60,MEASURE VIA CD,DEVELOP PHOTORESIST,0,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,MEASURE VIA CD|DEPOSIT BARRIER METAL|MEASURE LINE WIDTH|DEPOSIT METAL SEED|IMPLANT SOURCE REGION,MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER VIA ETCH|DEPOSIT METAL SEED|MEASURE SURFACE UNIFORMITY,MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER VIA ETCH|SOFT BAKE|MEASURE OPENING CD,MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER VIA ETCH|DEPOSIT METAL SEED|IMPLANT SOURCE REGION
val_0147_f80,mosfet,80,STRIP RESIST,DEVELOP PHOTORESIST,0,STRIP RESIST,1,STRIP RESIST,1,STRIP PHOTORESIST,0,STRIP RESIST,1,STRIP RESIST,1,STRIP RESIST,1,STRIP RESIST|STRIP PHOTORESIST|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,STRIP RESIST|STRIP PHOTORESIST|STRIP RESIST LEVEL 2|PASSIVATION ETCH|PASSIVATION ETCH PAD OPENING,STRIP RESIST|STRIP PHOTORESIST|STRIP RESIST LEVEL 2|PASSIVATION ETCH|PASSIVATION ETCH PAD OPENING,STRIP RESIST|CLEAN PAD OPENING|HARD BAKE|PASSIVATION ETCH|OXIDE ETCH DRY,STRIP RESIST|PASSIVATION ETCH|CLEAN PAD OPENING|DEVELOP PAD WINDOW|MEASURE PAD OPENING
val_0148_f60,igbt,60,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,0,MEASURE PLANARITY,0,MEASURE PLANARITY,0,MEASURE PLANARITY,0,MEASURE PLANARITY,0,MEASURE PLANARITY,0,MEASURE PLANARITY,0,MEASURE PLANARITY|MEASURE SURFACE PLANARITY|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,MEASURE PLANARITY|MEASURE SURFACE PLANARITY|SPIN COAT PHOTORESIST|CMP DIELECTRIC|CMP INTERLAYER DIELECTRIC,MEASURE PLANARITY|MEASURE SURFACE PLANARITY|SPIN COAT PHOTORESIST|CMP DIELECTRIC|CMP INTERLAYER DIELECTRIC,MEASURE PLANARITY|CMP DIELECTRIC|EPITAXIAL DEPOSITION|SPIN COAT PHOTORESIST|DEPOSIT POLYSILICON,MEASURE PLANARITY|CMP DIELECTRIC|SPIN COAT PHOTORESIST|MEASURE DIELECTRIC THICKNESS|SOFT BAKE
val_0148_f80,igbt,80,CURE PASSIVATION,DEVELOP PHOTORESIST,0,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS,CURE PASSIVATION|MEASURE PASSIVATION QUALITY|DEPOSIT PASSIVATION LAYER|MEASURE PASSIVATION THICKNESS|DEPOSIT PASSIVATION,CURE PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|MEASURE PASSIVATION QUALITY|DEPOSIT PASSIVATION|MEASURE PASSIVATION THICKNESS
val_0149_f60,ic,60,MEASURE VIA CD,DEVELOP PHOTORESIST,0,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,MEASURE VIA CD|DEPOSIT BARRIER METAL|MEASURE SURFACE UNIFORMITY|IMPLANT SOURCE REGION|DEPOSIT TUNGSTEN SEED,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT TUNGSTEN SEED|CLEAN AFTER VIA ETCH|IMPLANT SOURCE REGION,MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER VIA ETCH|MEASURE CD LEVEL 2|PACKAGE PREPARATION,MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER VIA ETCH|DEPOSIT TUNGSTEN SEED|IMPLANT SOURCE REGION
val_0149_f80,ic,80,PASSIVATION ETCH PAD OPENING,DEVELOP PHOTORESIST,0,PASSIVATION ETCH,0,PASSIVATION ETCH,0,PASSIVATION ETCH PAD OPENING,1,PASSIVATION ETCH,0,PASSIVATION ETCH PAD OPENING,1,PASSIVATION ETCH PAD OPENING,1,PASSIVATION ETCH|PASSIVATION ETCH PAD OPENING|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,PASSIVATION ETCH|PASSIVATION ETCH PAD OPENING|DEVELOP PAD WINDOW|STRIP RESIST|DEVELOP PHOTORESIST,PASSIVATION ETCH|PASSIVATION ETCH PAD OPENING|DEVELOP PAD WINDOW|STRIP RESIST|DEVELOP PHOTORESIST,PASSIVATION ETCH PAD OPENING|DEVELOP PAD WINDOW|STRIP RESIST|CLEAN PAD OPENING|METAL PATTERN INSPECTION,PASSIVATION ETCH PAD OPENING|STRIP RESIST|DEVELOP PAD WINDOW|DEVELOP PHOTORESIST|CLEAN PAD OPENING
val_0150_f60,igbt,60,EXPOSE LITHO LEVEL 5,DEVELOP PHOTORESIST,0,EXPOSE LITHO LEVEL 5,1,EXPOSE LITHO LEVEL 5,1,EXPOSE LITHO LEVEL 5,1,EXPOSE LITHO LEVEL 5,1,EXPOSE LITHO LEVEL 5,1,EXPOSE LITHO LEVEL 5,1,EXPOSE LITHO LEVEL 5|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,EXPOSE LITHO LEVEL 5|ALIGN MASK LEVEL 5|DEVELOP PHOTORESIST|EXPOSE LITHO LEVEL 3|POST EXPOSE BAKE,EXPOSE LITHO LEVEL 5|ALIGN MASK LEVEL 5|EXPOSE LITHO LEVEL 3|DEVELOP PHOTORESIST|POST EXPOSE BAKE,EXPOSE LITHO LEVEL 5|ALIGN MASK LEVEL 5|EXPOSE LITHO LEVEL 3|EXPOSE LITHO LEVEL 1|EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 5|ALIGN MASK LEVEL 5|EXPOSE LITHO LEVEL 3|EXPOSE LITHO LEVEL 4|POST EXPOSE BAKE
val_0150_f80,igbt,80,CURE PASSIVATION,DEVELOP PHOTORESIST,0,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|DEPOSIT PASSIVATION,CURE PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION,CURE PASSIVATION|MEASURE PASSIVATION QUALITY|DEPOSIT PASSIVATION LAYER|MEASURE PASSIVATION THICKNESS|DEPOSIT PASSIVATION
val_0151_f60,mosfet,60,CLEAN AFTER VIA ETCH,DEVELOP PHOTORESIST,0,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CLEAN AFTER VIA ETCH|STRIP RESIST|DEPOSIT BARRIER METAL|MEASURE VIA CD|STRIP PHOTORESIST,CLEAN AFTER VIA ETCH|MEASURE VIA CD|STRIP RESIST|STRIP PHOTORESIST|DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH|MEASURE VIA CD|CLEAN PAD OPENING|CLEAN AFTER POLY ETCH|CLEAN AFTER FIELD ETCH,CLEAN AFTER VIA ETCH|MEASURE VIA CD|STRIP RESIST|DEPOSIT BARRIER METAL|CLEAN AFTER METAL ETCH
val_0151_f80,mosfet,80,STRIP PHOTORESIST,DEVELOP PHOTORESIST,0,STRIP RESIST,0,STRIP RESIST,0,STRIP PHOTORESIST,1,STRIP RESIST,0,STRIP RESIST,0,STRIP RESIST,0,STRIP RESIST|STRIP PHOTORESIST|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,STRIP RESIST|STRIP PHOTORESIST|STRIP RESIST LEVEL 2|PASSIVATION ETCH|PASSIVATION ETCH PAD OPENING,STRIP RESIST|STRIP PHOTORESIST|STRIP RESIST LEVEL 2|PASSIVATION ETCH|PASSIVATION ETCH PAD OPENING,STRIP RESIST|CLEAN PAD OPENING|PASSIVATION ETCH|ETCH WET BACKSIDE|HARD BAKE,STRIP RESIST|PASSIVATION ETCH|CLEAN PAD OPENING|DEVELOP PAD WINDOW|MEASURE PAD OPENING
val_0152_f60,igbt,60,CMP DIELECTRIC,DEVELOP PHOTORESIST,0,CMP INTERLAYER DIELECTRIC,0,CMP INTERLAYER DIELECTRIC,0,CMP DIELECTRIC,1,CMP INTERLAYER DIELECTRIC,0,CMP INTERLAYER DIELECTRIC,0,CMP INTERLAYER DIELECTRIC,0,CMP INTERLAYER DIELECTRIC|CMP DIELECTRIC|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,CMP INTERLAYER DIELECTRIC|CMP DIELECTRIC|MEASURE SURFACE PLANARITY|MEASURE FILM THICKNESS|MEASURE PLANARITY,CMP INTERLAYER DIELECTRIC|CMP DIELECTRIC|MEASURE SURFACE PLANARITY|MEASURE FILM THICKNESS|MEASURE PLANARITY,CMP INTERLAYER DIELECTRIC|MEASURE PLANARITY|DENSIFY OXIDE|ALIGN MASK LEVEL 5|DENSIFY DIELECTRIC,CMP INTERLAYER DIELECTRIC|MEASURE DIELECTRIC THICKNESS|MEASURE PLANARITY|SPIN COAT PHOTORESIST|DENSIFY OXIDE
val_0152_f80,igbt,80,CURE PASSIVATION,DEVELOP PHOTORESIST,0,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|SPIN COAT PHOTORESIST|MEASURE PASSIVATION QUALITY,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS
val_0153_f60,ic,60,MEASURE VIA CD,DEVELOP PHOTORESIST,0,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,MEASURE VIA CD|DEPOSIT BARRIER METAL|MEASURE SURFACE UNIFORMITY|IMPLANT SOURCE REGION|DEPOSIT TUNGSTEN SEED,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT TUNGSTEN SEED|CLEAN AFTER VIA ETCH|IMPLANT SOURCE REGION,MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER VIA ETCH|SOFT BAKE|PACKAGE PREPARATION,MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER VIA ETCH|DEPOSIT TUNGSTEN SEED|IMPLANT SOURCE REGION
val_0153_f80,ic,80,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,0,DEVELOP PAD WINDOW,1,DEVELOP PAD WINDOW,1,DEVELOP PAD WINDOW,1,DEVELOP PHOTORESIST,0,DEVELOP PHOTORESIST,0,DEVELOP PHOTORESIST,0,DEVELOP PAD WINDOW|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,DEVELOP PAD WINDOW|DEVELOP PHOTORESIST|OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|POST EXPOSE BAKE,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|PASSIVATION ETCH,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|POST EXPOSE BAKE|RAPID THERMAL ANNEAL|BACKSIDE ANNEAL,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|POST EXPOSE BAKE|PAD WINDOW LITHO|PASSIVATION ETCH
val_0154_f60,ic,60,CLEAN AFTER VIA ETCH,DEVELOP PHOTORESIST,0,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CLEAN AFTER VIA ETCH|DEPOSIT BARRIER METAL|STRIP RESIST|MEASURE VIA CD|CLEAN AFTER POLY ETCH,CLEAN AFTER VIA ETCH|MEASURE VIA CD|STRIP RESIST|STRIP PHOTORESIST|CLEAN AFTER FIELD ETCH,CLEAN AFTER VIA ETCH|MEASURE VIA CD|CLEAN AFTER ETCH|CLEAN PAD OPENING|CLEAN AFTER FIELD ETCH,CLEAN AFTER VIA ETCH|MEASURE VIA CD|CLEAN AFTER FIELD ETCH|STRIP RESIST|VIA ETCH
val_0154_f80,ic,80,MEASURE PASSIVATION THICKNESS,DEVELOP PHOTORESIST,0,MEASURE PASSIVATION THICKNESS,1,MEASURE PASSIVATION QUALITY,0,MEASURE PASSIVATION QUALITY,0,MEASURE PASSIVATION QUALITY,0,MEASURE PASSIVATION QUALITY,0,MEASURE PASSIVATION QUALITY,0,MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|OPEN BOND PAD WINDOW|OPEN PAD WINDOW|DEPOSIT PASSIVATION,MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|OPEN BOND PAD WINDOW|OPEN PAD WINDOW|CURE PASSIVATION,MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|STRIP RESIST|IMPLANT DRAIN / CATHODE REGION,MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|CURE PASSIVATION|DEPOSIT PASSIVATION
val_0155_f60,ic,60,STRIP RESIST,DEVELOP PHOTORESIST,0,STRIP RESIST,1,STRIP PHOTORESIST,0,STRIP PHOTORESIST,0,STRIP PHOTORESIST,0,STRIP RESIST,1,STRIP RESIST,1,STRIP RESIST|STRIP PHOTORESIST|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,STRIP PHOTORESIST|STRIP RESIST|STRIP RESIST LEVEL 2|VIA ETCH|DIELECTRIC ETCH VIA,STRIP PHOTORESIST|STRIP RESIST|STRIP RESIST LEVEL 2|VIA ETCH|DIELECTRIC ETCH VIA,STRIP RESIST|CLEAN AFTER VIA ETCH|VIA ETCH|ETCH WET BACKSIDE|EXPOSE LITHO LEVEL 3,STRIP RESIST|VIA ETCH|CLEAN AFTER VIA ETCH|HARD BAKE|DEPOSIT BARRIER METAL
val_0155_f80,ic,80,OPEN PAD WINDOW,DEVELOP PHOTORESIST,0,OPEN PAD WINDOW,1,OPEN PAD WINDOW,1,OPEN PAD WINDOW,1,OPEN PAD WINDOW,1,OPEN PAD WINDOW,1,OPEN PAD WINDOW,1,OPEN PAD WINDOW|OPEN BOND PAD WINDOW|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,OPEN PAD WINDOW|OPEN BOND PAD WINDOW|MEASURE PASSIVATION QUALITY|OPEN PAD WINDOW LITHO|PAD WINDOW LITHO,OPEN PAD WINDOW|OPEN BOND PAD WINDOW|OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW|PAD WINDOW LITHO|MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY|METAL ETCH DRY,OPEN PAD WINDOW|PAD WINDOW LITHO|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|DEVELOP PAD WINDOW
val_0156_f60,ic,60,CLEAN AFTER VIA ETCH,DEVELOP PHOTORESIST,0,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CLEAN AFTER VIA ETCH|DEPOSIT BARRIER METAL|MEASURE VIA CD|CLEAN AFTER POLY ETCH|STRIP RESIST,CLEAN AFTER VIA ETCH|MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER FIELD ETCH|STRIP RESIST,CLEAN AFTER VIA ETCH|MEASURE VIA CD|CLEAN AFTER ETCH|CLEAN PAD OPENING|DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH|MEASURE VIA CD|CLEAN AFTER FIELD ETCH|STRIP RESIST|DEPOSIT BARRIER METAL
val_0156_f80,ic,80,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,0,OPEN PAD WINDOW LITHO,1,OPEN PAD WINDOW LITHO,1,PAD WINDOW LITHO,0,OPEN PAD WINDOW LITHO,1,OPEN PAD WINDOW LITHO,1,OPEN PAD WINDOW LITHO,1,OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|OPEN BOND PAD WINDOW|OPEN PAD WINDOW|DEVELOP PAD WINDOW,OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|OPEN BOND PAD WINDOW|OPEN PAD WINDOW|DEVELOP PAD WINDOW,OPEN PAD WINDOW LITHO|DEVELOP PAD WINDOW|OPEN PAD WINDOW|DEVELOP PHOTORESIST|DEPOSIT BACKSIDE PROTECTION,OPEN PAD WINDOW LITHO|OPEN PAD WINDOW|DEVELOP PAD WINDOW|DEVELOP PHOTORESIST|THERMAL OXIDATION
val_0157_f60,ic,60,DIELECTRIC ETCH VIA,DEVELOP PHOTORESIST,0,HARD BAKE,0,HARD BAKE,0,HARD BAKE,0,VIA ETCH THROUGH DIELECTRIC,0,DIELECTRIC ETCH VIA,1,DIELECTRIC ETCH VIA,1,HARD BAKE|DIELECTRIC ETCH VIA|VIA ETCH|VIA ETCH THROUGH DIELECTRIC|DEVELOP PHOTORESIST,HARD BAKE|VIA ETCH THROUGH DIELECTRIC|DIELECTRIC ETCH VIA|VIA ETCH|FIELD OXIDE ETCH,VIA ETCH THROUGH DIELECTRIC|DIELECTRIC ETCH VIA|VIA ETCH|HARD BAKE|FIELD OXIDE ETCH,DIELECTRIC ETCH VIA|HARD BAKE|POLYSILICON ETCH DRY|OXIDE ETCH|FIELD OXIDE ETCH,DIELECTRIC ETCH VIA|HARD BAKE|FIELD OXIDE ETCH|VIA OPENING INSPECTION|VIA INSPECTION
val_0157_f80,ic,80,PAD WINDOW LITHO,DEVELOP PHOTORESIST,0,OPEN PAD WINDOW LITHO,0,PAD WINDOW LITHO,1,PAD WINDOW LITHO,1,PAD WINDOW LITHO,1,OPEN PAD WINDOW LITHO,0,OPEN PAD WINDOW LITHO,0,OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,PAD WINDOW LITHO|OPEN PAD WINDOW LITHO|DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|OPEN PAD WINDOW,PAD WINDOW LITHO|OPEN PAD WINDOW LITHO|OPEN PAD WINDOW|OPEN BOND PAD WINDOW|DEVELOP PAD WINDOW,OPEN PAD WINDOW LITHO|DEVELOP PAD WINDOW|DEVELOP PHOTORESIST|OPEN PAD WINDOW|DEPOSIT BARRIER METAL,OPEN PAD WINDOW LITHO|OPEN PAD WINDOW|DEVELOP PAD WINDOW|DEVELOP PHOTORESIST|THERMAL OXIDATION
